Campus_Code,Code,Study_Program,Status,Level,Accreditation,Reporting_Year,Number_of_Permanent_Lecturers,Number_of_Students,Ratio,Study_Program_Area,Major_Classification
1002,79201,Sastra Indonesia,Aktif,S1,A,2019,13,201,1 : 15.46,#N/A,
1002,79202,Sastra Inggris,Aktif,S1,A,2019,17,216,1 : 12.71,#N/A,
1002,79211,Sastra Jawa,Aktif,S1,A,2019,11,160,1 : 14.55,#N/A,
1002,79204,Sastra Jepang,Aktif,S1,A,2019,12,211,1 : 17.58,#N/A,
1002,79206,Sastra Jerman,Aktif,S1,A,2019,8,209,1 : 26.13,#N/A,
1002,79205,Sastra Perancis,Aktif,S1,A,2019,6,194,1 : 32.33,#N/A,
1002,79207,Sastra Rusia,Aktif,S1,A,2019,10,157,1 : 15.70,#N/A,
1002,57201,Sistem Informasi,Aktif,S1,A,2019,16,212,1 : 13.25,#N/A,
1002,69201,Sosiologi,Aktif,S1,A,2019,20,0,-,#N/A,
1002,20201,Teknik Elektro,Aktif,S1,A,2019,13,568,1 : 43.69,#N/A,
1002,26201,Teknik Industri,Aktif,S1,A,2019,13,589,1 : 45.31,#N/A,
1002,24201,Teknik Kimia,Aktif,S1,A,2019,12,545,1 : 45.42,#N/A,
1002,21201,Teknik Mesin,Aktif,S1,A,2019,14,566,1 : 40.43,#N/A,
1002,36201,Teknik Perkapalan,Aktif,S1,A,2019,8,195,1 : 24.38,#N/A,
1002,25202,Teknologi Bioproses,Aktif,S1,A,2019,8,206,1 : 25.75,#N/A,
1002,60203,Bisnis Islam,Aktif,S1,B,2019,8,171,1 : 21.38,ekonomi,
1002,33201,Geofisika,Aktif,S1,B,2019,7,307,1 : 43.86,mipa,
1002,34201,Geologi,Aktif,S1,B,2019,10,314,1 : 31.40,mipa,
1002,94203,Ilmu Aktuaria,Aktif,S1,B,2019,8,1,1 : 0.13,mipa,
1002,13251,Kesehatan Lingkungan,Aktif,S1,B,2019,3,0,-,kesehatan,
1002,13241,Keselamatan dan Kesehatan Kerja,Aktif,S1,B,2019,6,0,-,kesehatan,
1002,49201,Statistika,Aktif,S1,B,2019,7,248,1 : 35.43,#N/A,
1002,47201,Kimia,Aktif,S1,Unggul,2019,16,525,1 : 32.81,mipa,
1002,11410,Teknik Biomedik,Aktif,S1,Baik,2019,6,1,1 : 0.17,#N/A,
1002,56201,Teknik Komputer,Aktif,S1,Unggul,2019,7,308,1 : 44.00,#N/A,
1002,25201,Teknik Lingkungan,Aktif,S1,Unggul,2019,8,286,1 : 35.75,#N/A,
1002,27201,Teknik Metalurgi dan Material,Aktif,S1,Unggul,2019,12,545,1 : 45.42,#N/A,
1002,22201,Teknik Sipil,Aktif,S1,Unggul,2019,20,547,1 : 27.35,#N/A,
